CNT;TEMP;PRES;resitance
963;-550,05;1170,35;4095
964;-550,05;1170,35;4095
965;-550,05;1170,35;4095
966;-550,05;1170,35;4095
967;-550,05;1170,35;4095
968;-550,05;1170,35;4095
969;-550,05;1170,35;4095
970;-550,05;1170,35;3989
971;-550,05;1170,35;4095
972;-550,05;1170,35;4095
973;-550,05;1170,35;4095
974;-550,05;1170,35;4095
975;-550,05;1170,35;4095
976;-550,05;1170,35;4095
977;-550,05;1170,35;4095
978;-550,05;1170,35;4095
979;-550,05;1170,35;4095
980;14,78;1031,96;4095
981;14,76;1031,78;4095
982;14,74;1031,87;4095
983;14,73;1031,97;4095
984;14,71;1031,92;4095
985;14,71;1031,92;4095
986;14,69;1031,61;4095
987;14,69;1031,88;4095
988;14,69;1031,74;4095
989;14,69;1031,74;4095
990;14,69;1032,02;4095
991;14,69;1031,88;4095
992;14,69;1031,61;4095
993;14,69;1031,61;4095
994;14,69;1031,61;4095
995;14,69;1031,61;4095
996;14,69;1031,61;4095
997;14,69;1031,61;4095
998;14,69;1031,61;4095
999;-550,05;1170,35;4095
1000;-550,05;1170,35;4095
1001;-550,05;1170,35;4095
1002;-550,05;1170,35;4095
1003;-550,05;1170,35;4095
1004;-550,05;1170,35;4095
1005;-550,05;1170,35;4095
1006;-550,05;1170,35;4095
1007;-550,05;1170,35;4095
1008;-550,05;1170,35;4095
1009;-550,05;1170,35;4095
1010;-550,05;1170,35;4095
1011;-550,05;1170,35;4095
1012;-550,05;1170,35;4095
1013;-550,05;1170,35;4095
1014;-550,05;1170,35;4095
1015;-550,05;1170,35;4095
1016;14,66;1032,06;4095
1017;14,66;1032,06;4095
1018;14,66;1031,93;4095
1019;14,66;1031,79;4095
1020;14,66;1031,93;4095
1021;14,66;1031,93;4095
1022;14,66;1031,93;4095
1023;14,68;1032,11;4095
1024;-550,05;1170,35;4095
1025;-550,05;1170,35;4095
1026;-550,05;1170,35;4095
1027;-550,05;1170,35;4095
1028;14,68;-1110,69;4095
1029;14,68;1031,97;4095
1030;14,68;1031,97;4095
1031;14,68;1032,11;4095
1032;14,68;1032,11;4095
1033;14,68;1032,11;4095
1034;14,68;1032,11;4095
1035;14,68;1032,11;4095
1036;14,68;1032,24;4095
1037;14,68;1032,11;4095
1038;14,66;1032,06;4095
1039;14,66;1032,06;4095
1040;14,66;1031,93;4095
1041;14,68;1032,11;4095
1042;14,68;1032,11;4095
1043;14,69;1032,15;4095
1044;14,68;1031,97;4095
1045;14,69;1032,29;4095
1046;14,69;1032,15;4095
1047;14,68;1032,11;4095
1048;14,68;1031,97;4095
1049;14,68;1032,11;4095
1050;14,68;1032,11;4095
1051;14,68;1032,11;4095
1052;14,68;1032,24;4095
1053;14,68;1032,11;4095
1054;14,68;1032,11;4095
1055;14,66;1032,06;4095
1056;14,68;1032,24;4095
1057;14,68;1032,24;4095
1058;14,73;1032,24;4095
1059;14,73;1032,10;4095
1060;14,73;1032,38;4095
1061;14,73;1032,10;4095
1062;14,73;1032,24;4095
1063;14,73;1032,24;4095
1064;14,73;1032,10;4095
1065;14,73;1031,97;4095
1066;14,73;1032,10;4095
1067;14,74;1032,15;4095
1068;14,73;1031,56;4095
1069;14,73;1031,56;4095
1070;14,73;1031,56;4095
1071;14,73;1031,56;4095
1072;14,73;1031,56;4095
1073;14,73;1031,56;4095
1074;14,73;1031,56;4095
1075;14,73;1031,56;4095
1076;14,94;1032,50;4095
1077;14,92;1032,32;4095
1078;14,91;1032,27;4095
1079;14,91;1032,27;4095
1080;14,89;1032,23;4095
1081;14,89;1032,23;4095
1082;14,89;1032,23;4095
1083;14,89;1032,23;4095
1084;14,89;1032,23;4095
1085;14,89;1032,23;4095
1086;14,89;1032,23;4095
1087;14,89;1032,23;4095
1088;14,89;1032,23;4095
1089;14,89;1032,23;4095
1090;14,89;1032,23;4095
1091;14,89;1032,23;4095
1092;14,89;1032,23;4095
1093;14,89;1032,23;4095
1094;14,89;1032,23;4095
1095;14,89;1032,23;4095
1096;14,89;1032,23;4095
1097;14,89;1032,23;4095
1098;14,89;1032,23;4095
1099;14,89;1032,23;4095
1100;14,89;1032,23;4095
1101;14,89;1032,23;4095
1102;14,89;1032,23;4095
1103;14,89;1032,23;4095
1104;14,89;1032,23;4095
1105;14,89;1032,23;4095
1106;15,25;1032,47;4095
1107;15,24;1032,43;4095
1108;15,20;1032,20;4095
1109;15,19;1032,43;4095
1110;15,19;1032,43;4095
1111;15,19;1032,43;4095
1112;15,19;1032,43;4095
1113;15,19;1032,43;4095
1114;15,22;1032,25;4095
1115;15,19;1032,30;4095
1116;15,19;1032,30;4095
1117;15,17;1032,39;4095
1118;15,17;1032,53;4095
1119;15,15;1032,35;4095
1120;15,14;1032,57;4095
1121;15,14;1032,57;4095
1122;15,14;1032,57;4095
1123;15,15;1032,48;4095
1124;15,15;1032,62;4095
1125;15,14;1032,57;4095
1126;15,14;1032,57;4095
1127;15,14;1032,57;4095
1128;15,12;1032,12;4095
1129;15,12;1032,53;4095
1130;15,12;1032,26;4095
1131;15,12;1032,53;4095
1132;15,12;1032,39;4095
1133;15,12;1032,53;4095
1134;15,12;1032,67;4095
1135;15,12;1032,53;4095
1136;15,12;1032,53;4095
1137;15,10;1032,49;4095
1138;15,12;1032,67;4095
1139;15,12;1032,67;4095
1140;15,12;1032,53;4095
1141;15,14;1032,71;4095
1142;15,12;1032,67;4095
1143;15,12;1032,67;4095
1144;15,12;1032,67;4095
1145;15,12;1032,67;4095
1146;15,10;1032,62;4095
1147;15,10;1032,62;4095
1148;15,10;1032,62;4095
1149;15,10;1032,62;4095
1150;15,15;1032,62;4095
1151;15,15;1032,76;4095
1152;15,15;1032,76;4095
1153;15,15;1032,76;4095
1154;15,15;1032,76;4095
1155;15,15;1032,76;4095
1156;15,15;1032,76;4095
1157;15,15;1032,76;4095
1158;15,15;1032,76;4095
1159;15,15;1032,76;4095
1160;15,15;1032,76;4095
1161;15,15;1032,76;4095
1162;15,15;1032,76;4095
1163;15,30;1032,88;4095
1164;15,27;1032,65;4095
1165;15,27;1032,65;4095
1166;15,24;1032,57;4095
1167;15,24;1032,70;4095
1168;15,22;1032,66;4095
1169;15,24;1032,84;4095
1170;15,20;1032,89;4095
1171;15,20;1032,89;4095
1172;15,20;1032,89;4095
1173;15,19;1032,71;4095
1174;15,19;1032,57;4095
1175;15,20;1033,02;4095
1176;15,19;1033,12;4095
1177;15,17;1033,21;4095
1178;15,17;1033,07;4095
1179;15,17;1033,07;4095
1180;15,17;1032,94;4095
1181;15,15;1032,76;4095
1182;15,15;1032,76;4095
1183;15,15;1032,76;4095
1184;15,15;1032,76;4095
1185;15,15;1032,76;4095
1186;15,15;1032,76;4095
1187;15,15;1032,76;4095
1188;15,15;1032,76;4095
1189;15,15;1032,76;4095
1190;15,27;1033,06;4095
1191;15,24;1032,98;4095
1192;15,24;1032,84;4095
1193;15,24;1032,98;4095
1194;15,22;1032,80;4095
1195;15,22;1032,93;4095
1196;15,22;1032,93;4095
1197;15,22;1033,07;4095
1198;15,22;1033,21;4095
1199;15,20;1032,89;4095
1200;15,20;1033,02;4095
1201;15,20;1033,02;4095
1202;15,20;1032,89;4095
1203;15,22;1032,93;4095
1204;15,20;1032,89;4095
1205;15,20;1032,89;4095
1206;15,22;1032,66;4095
1207;15,22;1032,93;4095
1208;15,22;1032,80;4095
1209;15,20;1032,75;4095
1210;15,22;1032,93;4095
1211;15,20;1032,20;4095
1212;15,22;1032,52;4095
1213;15,24;1032,84;4095
1214;15,24;1032,98;4095
1215;15,24;1032,98;4095
1216;15,24;1032,98;4095
1217;15,24;1032,98;4095
1218;15,24;1033,39;4095
1219;15,24;1033,11;4095
1220;15,22;1033,21;4095
1221;15,24;1033,11;4095
1222;15,24;1033,11;4095
1223;15,25;1033,29;4095
1224;15,25;1033,29;4095
1225;15,25;1033,29;4095
1226;15,24;1033,25;4095
1227;15,25;1033,29;4095
1228;15,25;1033,16;4095
1229;15,25;1033,29;4095
1230;15,25;1033,43;4095
1231;15,24;1033,39;4095
1232;15,25;1033,16;4095
1233;15,25;1033,29;4095
1234;15,25;1033,29;4095
1235;15,25;1033,29;4095
1236;15,27;1033,20;4095
1237;15,25;1033,16;4095
1238;15,27;1033,34;4095
1239;15,27;1033,34;4095
1240;15,29;1033,25;4095
1241;15,29;1033,25;4095
1242;15,29;1033,25;4095
1243;15,29;1033,25;4095
1244;15,29;1033,25;4095
1245;15,30;1033,43;4095
1246;15,30;1033,56;4095
1247;15,29;1033,52;4095
1248;15,29;1033,38;4095
1249;15,29;1033,38;4095
1250;15,29;1033,38;4095
1251;15,29;1033,38;4095
1252;15,29;1033,38;4095
1253;15,30;1033,43;4095
1254;15,30;1033,29;4095
1255;15,29;1033,25;4095
1256;15,30;1033,43;4095
1257;15,30;1033,43;4095
1258;15,30;1033,29;4095
1259;15,30;1033,29;4095
1260;15,30;1033,43;4095
1261;15,30;1033,29;4095
1262;15,30;1033,43;4095
1263;15,30;1033,29;4095
1264;15,30;1033,43;4095
1265;15,30;1033,29;4095
1266;15,30;1033,15;4095
1267;15,33;1033,33;4095
1268;15,30;1033,43;4095
1269;15,33;1033,61;4095
1270;15,33;1033,47;4095
1271;15,35;1033,51;4095
1272;15,35;1033,65;4095
1273;15,35;1033,65;4095
1274;15,35;1033,51;4095
1275;15,35;1033,51;4095
1276;15,35;1033,51;4095
1277;15,35;1033,51;4095
1278;15,35;1033,51;4095
1279;15,35;1033,24;4095
1280;15,36;1033,42;4095
1281;15,36;1033,28;4095
1282;15,36;1033,28;4095
1283;15,35;1033,24;4095
1284;15,36;1033,28;4095
1285;15,36;1033,28;4095
1286;15,38;1033,33;4095
1287;15,38;1033,33;4095
1288;15,36;1033,15;4095
1289;15,38;1033,47;4095
1290;15,38;1033,19;4095
1291;15,38;1033,33;4095
1292;15,38;1033,19;4095
1293;15,38;1033,19;4095
1294;15,40;1033,65;4095
1295;15,38;1033,60;4095
1296;15,40;1033,65;4095
1297;15,40;1033,51;4095
1298;15,38;1033,60;4095
1299;15,40;1033,78;4095
1300;15,40;1033,78;4095
1301;15,40;1033,65;4095
1302;15,40;1033,65;4095
1303;15,40;1033,37;4095
1304;15,40;1033,51;4095
1305;15,40;1033,51;4095
1306;15,40;1033,51;4095
1307;15,40;1033,51;4095
1308;15,40;1033,51;4095
1309;15,42;1033,55;4095
1310;15,40;1033,51;4095
1311;15,40;1033,51;4095
1312;15,40;1033,51;4095
1313;15,40;1033,51;4095
1314;15,40;1033,51;4095
1315;15,40;1033,51;4095
1316;15,40;1033,65;4095
1317;15,40;1033,51;4095
1318;15,40;1033,51;4095
1319;15,42;1033,69;4095
1320;15,40;1033,51;4095
1321;15,42;1033,69;4095
1322;15,42;1033,42;4095
1323;15,42;1033,55;4095
1324;15,45;1033,51;4095
1325;15,45;1033,37;4095
1326;15,45;1033,37;4095
1327;15,47;1033,55;4095
1328;15,45;1033,10;4095
1329;15,47;1033,55;4095
1330;15,48;1033,59;4095
1331;15,47;1033,69;4095
1332;15,47;1033,55;4095
1333;15,48;1033,73;4095
1334;15,48;1033,73;4095
1335;15,48;1033,59;4095
1336;15,48;1033,73;4095
1337;15,48;1033,46;4095
1338;15,50;1033,77;4095
1339;15,50;1033,77;4095
1340;15,52;1033,82;4095
1341;15,50;1033,64;4095
1342;15,50;1033,77;4095
1343;15,50;1033,77;4095
1344;15,50;1033,77;4095
1345;15,48;1033,73;4095
1346;15,50;1033,91;4095
1347;15,50;1033,64;4095
1348;15,50;1033,91;4095
1349;15,48;1033,73;4095
1350;15,50;1033,77;4095
1351;15,50;1033,50;4095
1352;15,50;1033,64;4095
1353;15,50;1033,50;4095
1354;15,52;1033,82;4095
1355;15,52;1033,68;4095
1356;15,52;1033,55;4095
1357;15,53;1033,86;4095
1358;15,53;1033,73;4095
1359;15,53;1033,73;4095
1360;15,53;1033,73;4095
1361;15,53;1033,86;4095
1362;15,53;1033,86;4095
1363;15,53;1034,00;4095
1364;15,53;1033,73;4095
1365;15,53;1033,73;4095
1366;15,52;1033,55;4095
1367;15,52;1033,55;4095
1368;15,55;1033,63;4095
1369;15,55;1033,63;4095
1370;15,55;1033,91;4095
1371;15,53;1033,86;4095
1372;15,55;1033,91;4095
1373;15,55;1034,18;4095
1374;15,57;1034,09;4095
1375;15,57;1033,95;4095
1376;15,55;1033,91;4095
1377;15,55;1033,77;4095
1378;15,55;1034,04;4095
1379;15,55;1033,77;4095
1380;15,57;1033,95;4095
1381;15,55;1033,77;4095
1382;15,57;1033,68;4095
1383;15,57;1033,81;4095
1384;15,57;1033,81;4095
1385;15,57;1033,95;4095
1386;15,58;1033,86;4095
1387;15,57;1033,81;4095
1388;15,57;1033,68;4095
1389;15,57;1033,95;4095
1390;15,57;1033,95;4095
1391;15,57;1034,09;4095
1392;15,58;1033,99;4095
1393;15,58;1033,99;4095
1394;15,58;1033,99;4095
1395;15,58;1033,99;4095
1396;15,58;1033,86;4095
1397;15,58;1033,86;4095
1398;15,58;1033,99;4095
1399;15,61;1034,18;4095
1400;15,61;1033,90;4095
1401;15,63;1034,08;4095
1402;15,61;1033,77;4095
1403;15,63;1033,67;4095
1404;15,63;1033,81;4095
1405;15,64;1033,99;4095
1406;15,63;1033,67;4095
1407;15,63;1034,08;4095
1408;15,63;1033,95;4095
1409;15,63;1033,95;4095
1410;15,63;1033,95;4095
1411;15,63;1033,81;4095
1412;15,63;1033,95;4095
1413;15,63;1033,95;4095
1414;15,63;1034,22;4095
1415;15,63;1033,95;4095
1416;15,63;1033,95;4095
1417;15,64;1034,13;4095
1418;15,64;1034,26;4095
1419;15,64;1034,26;4095
1420;15,64;1034,26;4095
1421;15,64;1034,13;4095
1422;15,66;1034,17;4095
1423;15,64;1034,13;4095
1424;15,66;1033,90;4095
1425;15,68;1034,08;4095
1426;15,68;1033,67;4095
1427;15,68;1033,80;4095
1428;15,68;1033,94;4095
1429;15,70;1033,99;4095
1430;15,70;1034,12;4095
1431;15,71;1034,17;4095
1432;15,70;1034,12;4095
1433;15,70;1034,26;4095
1434;15,70;1034,12;4095
1435;15,70;1033,99;4095
1436;15,70;1033,85;4095
1437;15,70;1034,12;4095
1438;15,70;1033,71;4095
1439;15,71;1034,17;4095
1440;15,71;1034,30;4095
1441;15,71;1034,30;4095
1442;15,71;1034,17;4095
1443;15,71;1034,03;4095
1444;15,71;1034,30;4095
1445;15,73;1034,35;4095
1446;15,73;1034,35;4095
1447;15,73;1034,35;4095
1448;15,73;1034,21;4095
1449;15,73;1034,07;4095
1450;15,73;1033,94;4095
1451;15,71;1033,76;4095
1452;15,73;1034,21;4095
1453;15,75;1034,25;4095
1454;15,75;1034,25;4095
1455;15,75;1034,25;4095
1456;15,76;1034,30;4095
1457;-550,05;1170,35;4095
1458;15,76;1034,43;4095
1459;15,76;1034,43;4095
1460;15,75;1034,39;4095
1461;15,76;1034,71;4095
1462;15,76;1034,71;4095
1463;15,76;1034,30;4095
1464;15,78;1034,48;4095
1465;15,78;1034,48;4095
1466;15,78;1034,48;4095
1467;15,80;1034,52;4095
1468;15,78;1034,48;4095
1469;15,78;1034,48;4095
1470;15,76;1034,16;4095
1471;15,78;1034,34;4095
1472;15,78;1034,21;4095
1473;15,78;1034,48;4095
1474;15,76;1034,30;4095
1475;15,78;1034,21;4095
1476;15,78;1034,21;4095
1477;15,78;1034,07;4095
1478;15,80;1034,39;4095
1479;15,81;1034,29;4095
1480;15,80;1034,39;4095
1481;15,80;1034,39;4095
1482;15,80;1034,39;4095
1483;15,80;1034,39;4095
1484;15,78;1034,07;4095
1485;15,80;1034,52;4095
1486;15,80;1034,52;4095
1487;15,78;1034,34;4095
1488;15,80;1034,39;4095
1489;15,78;1034,21;4095
1490;15,81;1034,16;4095
1491;15,80;1034,11;4095
1492;15,81;1034,29;4095
1493;15,81;1034,16;4095
1494;15,81;1034,16;4095
1495;15,81;1034,29;4095
1496;15,81;1034,16;4095
1497;15,80;1034,52;4095
1498;15,80;1034,39;4095
1499;15,80;1034,39;4095
1500;15,81;1034,57;4095
1501;15,81;1034,43;4095
1502;15,80;1034,39;4095
1503;15,80;1034,39;4095
1504;15,80;1034,39;4095
1505;15,80;1034,39;4095
1506;15,80;1034,25;4095
1507;15,81;1034,57;4095
1508;15,81;1034,29;4095
1509;15,80;1034,39;4095
1510;15,80;1034,39;4095
1511;15,81;1034,43;4095
1512;15,80;1034,39;4095
1513;15,80;1034,39;4095
1514;15,80;1034,39;4095
1515;15,80;1034,39;4095
1516;15,81;1034,29;4095
1517;15,80;1034,52;4095
1518;15,80;1034,25;4095
1519;15,80;1034,25;4095
1520;15,80;1034,39;4095
1521;15,80;1034,52;4095
1522;15,78;1034,34;3775
1523;15,78;1033,38;3745
1524;15,81;1033,47;3853
1525;15,85;1033,97;3797
1526;15,86;1034,29;3843
1527;15,89;1034,47;3763
1528;15,89;1034,61;3707
1529;15,91;1034,92;3751
1530;15,89;1034,88;3774
1531;15,89;1034,47;3787
1532;15,91;1034,51;3825
1533;15,92;1034,97;3772
1534;15,92;1035,10;3786
1535;15,92;1035,24;3859
1536;15,92;1035,38;3771
1537;15,91;1035,06;3757
1538;15,91;1034,65;3813
1539;15,91;1034,10;3755
1540;15,92;1034,15;3824
1541;15,94;1034,19;3724
1542;15,96;1034,37;3755
1543;15,98;1034,69;3758
1544;15,98;1034,69;3786
1545;15,98;1034,69;3786
1546;15,98;1034,69;3869
1547;15,98;1034,55;3889
1548;15,98;1034,42;3805
1549;15,99;1033,91;3786
1550;16,04;1033,91;3775
1551;16,08;1033,58;3791
1552;16,11;1033,95;3827
1553;16,13;1034,26;3757
1554;16,13;1033,99;3810
1555;16,16;1034,08;3778
1556;16,14;1034,17;3799
1557;16,16;1034,21;3769
1558;16,18;1034,53;3825
1559;16,16;1034,08;3791
1560;16,20;1033,75;3841
1561;16,26;1034,02;3853
1562;16,31;1034,57;3846
1563;16,31;1034,70;3818
1564;16,32;1034,88;3734
1565;16,32;1034,33;3824
1566;16,34;1033,69;3750
1567;16,37;1033,92;3803
1568;16,39;1034,10;3755
1569;16,41;1034,42;3797
1570;16,42;1034,60;3760
1571;16,42;1034,73;3698
1572;16,41;1034,83;3717
1573;16,41;1035,10;3728
1574;16,39;1035,20;3739
1575;16,41;1035,38;3738
1576;16,37;1034,88;3975
1577;16,41;1036,06;4095
1578;16,39;1035,61;4095
1579;16,39;1035,33;4095
1580;16,39;1035,06;4095
1581;16,37;1035,01;4095
1582;16,37;1035,01;4095
1583;16,36;1034,97;4095
1584;16,36;1034,83;4095
1585;16,34;1034,79;4095
1586;16,34;1034,93;4095
1587;16,31;1034,15;4095
1588;16,34;1035,06;4095
1589;16,32;1035,02;4095
1590;16,32;1035,16;4095
1591;16,31;1034,84;4095
1592;16,32;1035,16;4095
1593;16,31;1034,84;4095
1594;16,31;1034,70;4095
1595;16,31;1034,70;4095
1596;16,29;1034,79;4095
1597;16,27;1034,61;4095
1598;16,27;1034,48;4095
1599;16,27;1034,07;4095
1600;16,31;-1114,39;4095
1601;16,27;1034,48;4095
1602;16,29;1034,52;4095
1603;16,29;1034,52;4095
1604;16,29;1034,52;4095
1605;16,29;1034,66;4095
1606;16,27;1034,61;4095
1607;16,27;1034,48;4095
1608;16,27;1034,61;4095
1609;16,26;1034,71;4095
1610;16,26;1034,84;4095
1611;16,26;1034,71;4095
1612;16,26;1034,71;4095
1613;16,26;1034,71;4095
1614;16,24;1034,66;4095
1615;16,24;1034,66;4095
1616;16,22;1034,76;4095
1617;16,24;1034,94;4001
1618;16,14;1033,07;4095
1619;16,22;1035,30;4095
1620;16,20;1035,12;4095
1621;16,22;1035,03;4095
1622;16,20;1035,12;4095
1623;16,20;1034,99;4095
1624;16,20;1034,85;4095
1625;16,20;1034,85;4095
1626;16,18;1034,81;4095
1627;16,18;1034,53;4095
1628;16,16;1034,76;4095
1629;16,18;1034,81;4095
1630;16,16;1034,62;4095
1631;16,16;1034,62;4095
1632;16,16;1034,76;4095
1633;16,16;1034,76;4095
1634;16,16;1034,76;4095
1635;16,16;1034,76;4095
1636;16,14;1034,72;4095
1637;16,14;1034,72;4095
1638;16,14;1034,72;4095
1639;16,13;1034,81;4095
1640;16,13;1034,54;4095
1641;16,14;1034,72;4095
1642;16,13;1034,81;4095
1643;16,13;1034,67;4095
1644;16,13;1034,67;4095
1645;16,13;1034,81;4095
1646;16,13;1034,67;4095
1647;16,13;1034,81;4095
1648;16,13;1034,81;4095
1649;16,11;1034,63;4095
1650;16,11;1034,63;4095
1651;16,11;1034,36;4095
1652;16,11;1034,36;4095
1653;16,11;1034,49;4023
1654;16,09;1032,94;4095
1655;16,16;1034,90;4095
1656;16,16;1034,49;4095
1657;16,16;1034,62;4095
1658;16,16;1034,62;4095
1659;16,16;1034,76;4095
1660;16,16;1034,62;4095
1661;16,16;1034,62;4095
1662;16,16;1034,62;4095
1663;16,18;1034,81;4095
1664;16,16;1034,76;4095
1665;16,16;1034,76;4095
1666;16,16;1034,90;4095
1667;16,16;1034,90;4095
1668;16,16;1034,76;4095
1669;16,16;1034,76;4095
1670;16,18;1034,81;4095
1671;16,16;1034,90;4095
1672;16,16;1034,90;4095
1673;16,18;1035,08;4095
1674;16,16;1034,90;4095
1675;16,16;1034,90;4095
1676;16,16;1035,04;4095
1677;16,14;1034,85;4095
1678;16,16;1035,04;4095
1679;16,16;1034,90;4095
1680;16,14;1034,85;4095
1681;16,16;1034,90;4095
1682;16,14;1034,85;4095
1683;16,14;1034,85;4095
1684;16,14;1034,85;4095
1685;16,14;1034,72;4095
1686;16,16;1034,90;4095
1687;16,14;1034,72;4095
1688;16,16;1035,17;4095
1689;16,14;1034,99;4095
1690;16,14;1034,72;4095
1691;16,16;1035,04;4095
1692;16,14;1034,85;4095
1693;16,14;1034,99;4095
1694;16,14;1034,99;4095
1695;16,14;1034,99;4095
1696;16,14;1035,13;4095
1697;16,14;1034,99;4095
1698;16,14;1034,99;4095
1699;16,14;1034,99;4095
1700;16,14;1034,99;4095
1701;16,14;1034,99;4095
1702;16,16;1035,17;4095
1703;16,14;1034,85;4095
1704;16,14;1034,99;4095
1705;16,13;1034,81;4095
1706;16,14;1034,85;4095
1707;16,13;1034,81;4095
1708;16,14;1035,13;4095
1709;16,13;1034,95;4095
1710;16,13;1034,95;4095
1711;16,13;1035,08;4095
1712;16,13;1035,08;4095
1713;16,13;1035,08;4095
1714;16,13;1034,95;4095
1715;16,11;1034,90;4095
1716;16,13;1034,95;4095
1717;16,11;1034,90;4095
1718;16,13;1034,81;4095
1719;16,11;1034,90;4095
1720;16,11;1034,90;4095
1721;16,11;1034,90;4095
1722;16,13;1035,08;4095
1723;16,13;1035,08;4095
1724;16,13;1035,08;4095
1725;16,13;1034,95;4095
1726;16,13;1034,81;4095
1727;16,13;1035,08;4095
1728;16,13;1035,22;4095
1729;16,13;1034,67;4095
1730;16,13;1035,08;4095
1731;16,14;1034,99;4095
1732;16,14;1034,58;4095
1733;16,16;1034,90;4095
1734;16,14;1034,72;4095
1735;16,14;1034,85;4095
1736;16,14;1034,85;4095
1737;16,14;1034,58;4095
1738;16,16;1034,49;4095
1739;16,16;1034,90;4095
1740;16,18;1034,94;4095
1741;16,18;1034,94;4095
1742;16,16;1034,76;4095
1743;16,16;1034,90;4095
1744;16,18;1034,94;4095
1745;16,18;1034,67;4095
1746;16,18;1034,94;4095
1747;16,20;1035,12;4095
1748;16,18;1034,94;4095
1749;16,18;1034,94;4095
1750;16,18;1035,08;4095
1751;16,18;1034,81;4095
1752;16,18;1035,08;4095
1753;16,18;1035,22;4095
1754;16,18;1035,08;4095
1755;16,18;1035,08;4095
1756;16,18;1034,94;4095
1757;16,18;-1114,11;4095
1758;16,18;1035,08;4095
1759;16,18;1035,08;4095
1760;16,16;1035,04;4095
1761;16,16;1035,04;4095
1762;16,16;1035,04;4095
1763;16,16;1035,04;4095
1764;16,16;1035,17;4095
1765;16,16;1035,17;4095
1766;16,14;1034,58;4095
1767;16,18;1035,63;4095
1768;16,18;1035,49;4095
1769;16,18;1035,35;4095
1770;16,20;1035,53;4095
1771;16,20;1035,67;4095
1772;16,20;1035,53;4095
1773;16,20;1035,53;4095
1774;16,20;1035,40;4095
1775;16,18;1035,22;4095
1776;16,18;1035,35;4037
1777;16,16;1034,62;4095
1778;16,18;1035,08;4095
1779;16,18;1035,08;4095
1780;16,20;1034,99;4095
1781;16,20;1035,12;4095
1782;16,22;1035,30;4095
1783;16,20;1035,26;4095
1784;16,20;1035,12;4095
1785;16,20;1035,12;4095
1786;16,22;1035,03;4095
1787;16,22;1035,17;4095
1788;16,22;1035,58;4095
1789;16,24;1035,62;4095
1790;16,22;1035,30;4095
1791;16,22;1035,30;4095
1792;16,20;1035,12;4095
1793;16,22;1035,58;4095
1794;16,22;1035,85;4095
1795;16,22;1035,58;4095
1796;16,22;1035,58;4095
1797;16,24;1035,62;4095
1798;16,24;1035,49;4095
1799;16,22;1035,44;4095
1800;16,22;1035,17;4095
1801;16,22;1035,30;4095
1802;16,20;1035,12;4095
1803;16,20;1035,26;4095
1804;16,22;1035,58;4095
1805;16,22;1035,30;4095
1806;16,22;1035,30;4095
1807;16,24;1035,35;4095
1808;16,26;1035,39;4095
1809;16,24;1035,21;4095
1810;16,26;1035,39;4095
1811;16,26;1035,26;4095
1812;16,26;1034,98;4033
1813;16,24;1033,70;4095
1814;16,29;1035,34;4095
1815;16,29;1035,48;4095
1816;16,29;1035,89;4095
1817;16,29;1036,03;4095
1818;16,31;1035,80;4095
1819;16,31;1035,93;4095
1820;16,31;1035,80;4095
1821;16,31;1035,52;4095
